,from_domain,from_vocab,from_standard,to_domain,to_vocab,to_standard,relationship,count
5046,Procedure,SNOMED,,Measurement,SNOMED,S,Measurement of,1
5047,Procedure,SNOMED,,Measurement,SNOMED,S,Subsumes,225
5048,Procedure,SNOMED,,Measurement,SNOMED,,Concept poss_eq from,1
5049,Procedure,SNOMED,,Measurement,SNOMED,,Concept poss_eq to,34
5050,Procedure,SNOMED,,Measurement,SNOMED,,Concept replaced by,17
5051,Procedure,SNOMED,,Measurement,SNOMED,,Concept replaces,4
5052,Procedure,SNOMED,,Measurement,SNOMED,,Concept same_as from,5
5053,Procedure,SNOMED,,Measurement,SNOMED,,Concept same_as to,557
5054,Procedure,SNOMED,,Measurement,SNOMED,,Concept was_a from,2
5055,Procedure,SNOMED,,Measurement,SNOMED,,Concept was_a to,1
5056,Procedure,SNOMED,,Measurement,SNOMED,,Interprets of,4
5057,Procedure,SNOMED,,Measurement,SNOMED,,Is a,5
5058,Procedure,SNOMED,,Measurement,SNOMED,,Subsumes,18
5059,Procedure,SNOMED,,Meas Value,SNOMED,S,Concept poss_eq to,2
5060,Procedure,SNOMED,,Meas Value,SNOMED,S,Concept replaced by,1
5061,Procedure,SNOMED,,Meas Value,SNOMED,S,Concept same_as to,1
5062,Procedure,SNOMED,,Meas Value,SNOMED,S,Has intent,787
5063,Procedure,SNOMED,,Meas Value,SNOMED,S,Has priority,6
5064,Procedure,SNOMED,,Meas Value,SNOMED,S,Has revision status,36
5065,Procedure,SNOMED,,Meas Value,SNOMED,S,Maps to,2
5066,Procedure,SNOMED,,Meas Value,SNOMED,S,Maps to value,20
5067,Procedure,SNOMED,,Metadata,SNOMED,,Concept poss_eq to,4
5068,Procedure,SNOMED,,Metadata,SNOMED,,Concept replaced by,1
5069,Procedure,SNOMED,,Metadata,SNOMED,,Concept same_as to,19
5070,Procedure,SNOMED,,Metadata,SNOMED,,Has Module,34880
5071,Procedure,SNOMED,,Metadata,SNOMED,,Has status,35362
5072,Procedure,SNOMED,,Observation,HCPCS,S,Subsumes,4
5073,Procedure,SNOMED,,Observation,HCPCS,,Subsumes,3
5074,Procedure,SNOMED,,Observation,LOINC,S,Maps to,3
5075,Procedure,SNOMED,,Observation,OMOP Extension,S,Maps to,100
5076,Procedure,SNOMED,,Observation,SNOMED,S,Asso proc of,304
5077,Procedure,SNOMED,,Observation,SNOMED,S,Asso with finding,2
5078,Procedure,SNOMED,,Observation,SNOMED,S,Concept alt_to to,1
5079,Procedure,SNOMED,,Observation,SNOMED,S,Concept poss_eq to,259
5080,Procedure,SNOMED,,Observation,SNOMED,S,Concept replaced by,90
5081,Procedure,SNOMED,,Observation,SNOMED,S,Concept same_as to,416
5082,Procedure,SNOMED,,Observation,SNOMED,S,Concept was_a to,99
5083,Procedure,SNOMED,,Observation,SNOMED,S,Due to of,1
5084,Procedure,SNOMED,,Observation,SNOMED,S,Focus of,19
5085,Procedure,SNOMED,,Observation,SNOMED,S,Follows,2
5086,Procedure,SNOMED,,Observation,SNOMED,S,Has access,62
5087,Procedure,SNOMED,,Observation,SNOMED,S,Has component,1
5088,Procedure,SNOMED,,Observation,SNOMED,S,Has dir morph,331
5089,Procedure,SNOMED,,Observation,SNOMED,S,Has dir proc site,1
5090,Procedure,SNOMED,,Observation,SNOMED,S,Has dir subst,185
5091,Procedure,SNOMED,,Observation,SNOMED,S,Has focus,65
5092,Procedure,SNOMED,,Observation,SNOMED,S,Has indir morph,16
5093,Procedure,SNOMED,,Observation,SNOMED,S,Has method,4658
5094,Procedure,SNOMED,,Observation,SNOMED,S,Has proc context,11
5095,Procedure,SNOMED,,Observation,SNOMED,S,Has proc morph,7
5096,Procedure,SNOMED,,Observation,SNOMED,S,Has property,1
5097,Procedure,SNOMED,,Observation,SNOMED,S,Has surgical appr,24
5098,Procedure,SNOMED,,Observation,SNOMED,S,Has temporal context,11
5099,Procedure,SNOMED,,Observation,SNOMED,S,Interprets of,23
5100,Procedure,SNOMED,,Observation,SNOMED,S,Is a,30
5101,Procedure,SNOMED,,Observation,SNOMED,S,Is characterized by,373
5102,Procedure,SNOMED,,Observation,SNOMED,S,Maps to,705
5103,Procedure,SNOMED,,Observation,SNOMED,S,Maps to value,14
5104,Procedure,SNOMED,,Observation,SNOMED,S,Occurs before,1
5105,Procedure,SNOMED,,Observation,SNOMED,S,Subsumes,481
5106,Procedure,SNOMED,,Observation,SNOMED,S,Using subst,215
5107,Procedure,SNOMED,,Observation,SNOMED,,Asso proc of,221
5108,Procedure,SNOMED,,Observation,SNOMED,,Concept poss_eq from,71
5109,Procedure,SNOMED,,Observation,SNOMED,,Concept poss_eq to,83
5110,Procedure,SNOMED,,Observation,SNOMED,,Concept replaced by,56
5111,Procedure,SNOMED,,Observation,SNOMED,,Concept replaces,2
5112,Procedure,SNOMED,,Observation,SNOMED,,Concept same_as from,253
5113,Procedure,SNOMED,,Observation,SNOMED,,Concept same_as to,137
5114,Procedure,SNOMED,,Observation,SNOMED,,Concept was_a from,16
5115,Procedure,SNOMED,,Observation,SNOMED,,Concept was_a to,9
5116,Procedure,SNOMED,,Observation,SNOMED,,Due to of,1
5117,Procedure,SNOMED,,Observation,SNOMED,,Finding method of,1
5118,Procedure,SNOMED,,Observation,SNOMED,,Follows,2
5119,Procedure,SNOMED,,Observation,SNOMED,,Has dir morph,33
5120,Procedure,SNOMED,,Observation,SNOMED,,Has dir subst,64
5121,Procedure,SNOMED,,Observation,SNOMED,,Has indir morph,1
5122,Procedure,SNOMED,,Observation,SNOMED,,Has method,27
5123,Procedure,SNOMED,,Observation,SNOMED,,Has proc morph,1
5124,Procedure,SNOMED,,Observation,SNOMED,,Has recipient cat,9
5125,Procedure,SNOMED,,Observation,SNOMED,,Has relat context,11
5126,Procedure,SNOMED,,Observation,SNOMED,,Interprets of,9
5127,Procedure,SNOMED,,Observation,SNOMED,,Is a,12
5128,Procedure,SNOMED,,Observation,SNOMED,,Is characterized by,22
5129,Procedure,SNOMED,,Observation,SNOMED,,Occurs before,1
5130,Procedure,SNOMED,,Observation,SNOMED,,Subsumes,25
5131,Procedure,SNOMED,,Observation,SNOMED,,Using energy,41
5132,Procedure,SNOMED,,Observation,SNOMED,,Using subst,8
5133,Procedure,SNOMED,,Procedure,HCPCS,S,Subsumes,10
5134,Procedure,SNOMED,,Procedure,ICD10PCS,S,Subsumes,26176
5135,Procedure,SNOMED,,Procedure,ICD9Proc,S,Subsumes,145
5136,Procedure,SNOMED,,Procedure,LOINC,S,Maps to,3
5137,Procedure,SNOMED,,Procedure,OMOP Extension,S,Maps to,1
5138,Procedure,SNOMED,,Procedure,OMOP Extension,S,Subsumes,4
5139,Procedure,SNOMED,,Procedure,OPCS4,S,Subsumes,172
5140,Procedure,SNOMED,,Procedure,SNOMED,S,Concept alt_to to,112
5141,Procedure,SNOMED,,Procedure,SNOMED,S,Concept poss_eq to,7920
5142,Procedure,SNOMED,,Procedure,SNOMED,S,Concept replaced by,3066
5143,Procedure,SNOMED,,Procedure,SNOMED,S,Concept same_as to,10069
5144,Procedure,SNOMED,,Procedure,SNOMED,S,Concept was_a to,7902
5145,Procedure,SNOMED,,Procedure,SNOMED,S,Focus of,50
5146,Procedure,SNOMED,,Procedure,SNOMED,S,Has asso proc,12
5147,Procedure,SNOMED,,Procedure,SNOMED,S,Has focus,55
5148,Procedure,SNOMED,,Procedure,SNOMED,S,Is a,4770
5149,Procedure,SNOMED,,Procedure,SNOMED,S,Maps to,24246
5150,Procedure,SNOMED,,Procedure,SNOMED,S,Maps to value,81
5151,Procedure,SNOMED,,Procedure,SNOMED,S,Subsumes,6485
5152,Procedure,SNOMED,,Procedure,SNOMED,,Concept poss_eq from,502
5153,Procedure,SNOMED,,Procedure,SNOMED,,Concept poss_eq to,502
5154,Procedure,SNOMED,,Procedure,SNOMED,,Concept replaced by,212
5155,Procedure,SNOMED,,Procedure,SNOMED,,Concept replaces,212
5156,Procedure,SNOMED,,Procedure,SNOMED,,Concept same_as from,735
5157,Procedure,SNOMED,,Procedure,SNOMED,,Concept same_as to,735
5158,Procedure,SNOMED,,Procedure,SNOMED,,Concept was_a from,343
5159,Procedure,SNOMED,,Procedure,SNOMED,,Concept was_a to,343
5160,Procedure,SNOMED,,Procedure,SNOMED,,Focus of,7
5161,Procedure,SNOMED,,Procedure,SNOMED,,Has focus,7
5162,Procedure,SNOMED,,Procedure,SNOMED,,Is a,2022
5163,Procedure,SNOMED,,Procedure,SNOMED,,Subsumes,2022
5164,Procedure,SNOMED,,Provider,SNOMED,,Concept same_as to,1
5165,Procedure,SNOMED,,Relationship,SNOMED,S,Has recipient cat,1
5166,Procedure,SNOMED,,Route,SNOMED,S,Has route of admin,43
5167,Procedure,SNOMED,,Spec Anatomic Site,SNOMED,S,Concept poss_eq to,1
5168,Procedure,SNOMED,,Spec Anatomic Site,SNOMED,S,Concept replaced by,1
5169,Procedure,SNOMED,,Spec Anatomic Site,SNOMED,S,Concept same_as to,1
5170,Procedure,SNOMED,,Spec Anatomic Site,SNOMED,S,Has dir proc site,2097
5171,Procedure,SNOMED,,Spec Anatomic Site,SNOMED,S,Has indir proc site,747
5172,Procedure,SNOMED,,Spec Anatomic Site,SNOMED,S,Has proc site,409
5173,Procedure,SNOMED,,Spec Anatomic Site,SNOMED,S,Maps to,2
5174,Procedure,SNOMED,,Spec Anatomic Site,SNOMED,,Has dir proc site,137
5175,Procedure,SNOMED,,Spec Anatomic Site,SNOMED,,Has indir proc site,30
5176,Procedure,SNOMED,,Spec Anatomic Site,SNOMED,,Has proc site,7
5177,Procedure,SNOMED,,Specimen,SNOMED,S,Concept poss_eq to,8
5178,Procedure,SNOMED,,Specimen,SNOMED,S,Has specimen,8
5179,Procedure,SNOMED,,Specimen,SNOMED,S,Maps to,3
5180,Procedure,SNOMED,,Specimen,SNOMED,S,Specimen proc of,33
5181,Procedure,SNOMED,,Specimen,SNOMED,,Concept poss_eq to,1
5182,Procedure,SNOMED,,Specimen,SNOMED,,Specimen proc of,4
5183,Procedure,SNOMED,,Type Concept,SNOMED,,Concept poss_eq to,15
5184,Procedure,SNOMED,,Type Concept,SNOMED,,Concept replaced by,3
5185,Procedure,SNOMED,,Type Concept,SNOMED,,Concept same_as to,92
5186,Provider,ABMS,S,Observation,UK Biobank,,Mapped from,29
5187,Provider,ABMS,S,Provider,ABMS,S,Is a,19
5188,Provider,ABMS,S,Provider,ABMS,S,Mapped from,85
5189,Provider,ABMS,S,Provider,ABMS,S,Maps to,85
5190,Provider,ABMS,S,Provider,ABMS,S,Subsumes,19
5191,Provider,ABMS,S,Provider,ABMS,,Concept replaces,1
5192,Provider,ABMS,S,Provider,ABMS,,Mapped from,3
5193,Provider,ABMS,S,Provider,HES Specialty,S,Is a,1
5194,Provider,ABMS,S,Provider,HES Specialty,S,Subsumes,8
5195,Provider,ABMS,S,Provider,HES Specialty,,Mapped from,26
5196,Provider,ABMS,S,Provider,Medicare Specialty,S,Is a,94
5197,Provider,ABMS,S,Provider,Medicare Specialty,S,Subsumes,5
5198,Provider,ABMS,S,Provider,NUCC,S,Subsumes,24
5199,Provider,ABMS,S,Provider,NUCC,,Mapped from,68
5200,Provider,ABMS,S,Provider,SNOMED,,Mapped from,25
5201,Provider,ABMS,,Provider,ABMS,S,Concept replaced by,1
5202,Provider,ABMS,,Provider,ABMS,S,Maps to,3
5203,Provider,ABMS,,Provider,Medicare Specialty,S,Maps to,10
5204,Provider,HES Specialty,S,Observation,HCPCS,,Mapped from,1
5205,Provider,HES Specialty,S,Observation,UK Biobank,,Mapped from,52
5206,Provider,HES Specialty,S,Provider,ABMS,S,Is a,8
5207,Provider,HES Specialty,S,Provider,ABMS,S,Subsumes,1
5208,Provider,HES Specialty,S,Provider,HES Specialty,S,Is a,3
5209,Provider,HES Specialty,S,Provider,HES Specialty,S,Mapped from,54
5210,Provider,HES Specialty,S,Provider,HES Specialty,S,Maps to,54
5211,Provider,HES Specialty,S,Provider,HES Specialty,S,Subsumes,3
5212,Provider,HES Specialty,S,Provider,Medicare Specialty,S,Is a,62
5213,Provider,HES Specialty,S,Provider,NUCC,S,Is a,4
5214,Provider,HES Specialty,S,Provider,NUCC,S,Subsumes,5
5215,Provider,HES Specialty,S,Provider,NUCC,,Mapped from,1
5216,Provider,HES Specialty,S,Provider,SNOMED,,Mapped from,24
5217,Provider,HES Specialty,,Provider,ABMS,S,Maps to,26
5218,Provider,HES Specialty,,Provider,Medicare Specialty,S,Maps to,57
5219,Provider,HES Specialty,,Provider,NUCC,S,Maps to,15
5220,Provider,Medicare Specialty,S,Observation,HCPCS,,Mapped from,57
5221,Provider,Medicare Specialty,S,Observation,HCPCS,,Value mapped from,1
5222,Provider,Medicare Specialty,S,Observation,SNOMED,,Mapped from,1
5223,Provider,Medicare Specialty,S,Observation,UK Biobank,,Mapped from,85
5224,Provider,Medicare Specialty,S,Procedure,HCPCS,,Mapped from,1
5225,Provider,Medicare Specialty,S,Provider,ABMS,S,Is a,5
5226,Provider,Medicare Specialty,S,Provider,ABMS,S,Subsumes,94
5227,Provider,Medicare Specialty,S,Provider,ABMS,,Mapped from,10
5228,Provider,Medicare Specialty,S,Provider,HES Specialty,S,Subsumes,62
5229,Provider,Medicare Specialty,S,Provider,HES Specialty,,Mapped from,57
5230,Provider,Medicare Specialty,S,Provider,Medicare Specialty,S,Is a,41
5231,Provider,Medicare Specialty,S,Provider,Medicare Specialty,S,Mapped from,87
5232,Provider,Medicare Specialty,S,Provider,Medicare Specialty,S,Maps to,87
5233,Provider,Medicare Specialty,S,Provider,Medicare Specialty,S,Subsumes,41
5234,Provider,Medicare Specialty,S,Provider,NUCC,S,Is a,7
5235,Provider,Medicare Specialty,S,Provider,NUCC,S,Subsumes,225
5236,Provider,Medicare Specialty,S,Provider,NUCC,,Mapped from,72
5237,Provider,Medicare Specialty,S,Provider,Read,,Mapped from,33
5238,Provider,Medicare Specialty,S,Provider,SNOMED,,Mapped from,162
5239,Provider,NUCC,S,Observation,HCPCS,,Mapped from,36
5240,Provider,NUCC,S,Observation,SNOMED,,Mapped from,5
5241,Provider,NUCC,S,Observation,UK Biobank,,Mapped from,31
5242,Provider,NUCC,S,Procedure,HCPCS,,Mapped from,3
5243,Provider,NUCC,S,Provider,ABMS,S,Is a,24
5244,Provider,NUCC,S,Provider,HES Specialty,S,Is a,5
5245,Provider,NUCC,S,Provider,HES Specialty,S,Subsumes,4
5246,Provider,NUCC,S,Provider,HES Specialty,,Mapped from,15
5247,Provider,NUCC,S,Provider,Medicare Specialty,S,Is a,225
5248,Provider,NUCC,S,Provider,Medicare Specialty,S,Subsumes,7
5249,Provider,NUCC,S,Provider,NUCC,S,Is a,227
5250,Provider,NUCC,S,Provider,NUCC,S,Mapped from,509
5251,Provider,NUCC,S,Provider,NUCC,S,Maps to,509
5252,Provider,NUCC,S,Provider,NUCC,S,Subsumes,227
5253,Provider,NUCC,S,Provider,NUCC,,Mapped from,15
5254,Provider,NUCC,S,Provider,Read,,Mapped from,52
5255,Provider,NUCC,S,Provider,SNOMED,,Mapped from,214
5256,Provider,NUCC,,Provider,ABMS,S,Maps to,68
5257,Provider,NUCC,,Provider,HES Specialty,S,Maps to,1
5258,Provider,NUCC,,Provider,Medicare Specialty,S,Maps to,72
5259,Provider,NUCC,,Provider,NUCC,S,Maps to,15
5260,Provider,Read,,Observation,SNOMED,S,Maps to,1
5261,Provider,Read,,Provider,Medicare Specialty,S,Maps to,33
5262,Provider,Read,,Provider,NUCC,S,Maps to,52
5263,Provider,SNOMED,,Metadata,SNOMED,,Has Module,698
5264,Provider,SNOMED,,Metadata,SNOMED,,Has status,698
5265,Provider,SNOMED,,Observation,SNOMED,S,Is a,30
5266,Provider,SNOMED,,Observation,SNOMED,S,Subsumes,1
5267,Provider,SNOMED,,Observation,SNOMED,,Concept poss_eq from,20
5268,Provider,SNOMED,,Observation,SNOMED,,Concept same_as from,6
5269,Provider,SNOMED,,Observation,SNOMED,,Concept was_a from,13
5270,Provider,SNOMED,,Observation,SNOMED,,Is a,2
5271,Provider,SNOMED,,Observation,SNOMED,,Subsumes,1
5272,Provider,SNOMED,,Procedure,SNOMED,,Concept same_as from,1
5273,Provider,SNOMED,,Provider,ABMS,S,Maps to,25
5274,Provider,SNOMED,,Provider,HES Specialty,S,Maps to,24
5275,Provider,SNOMED,,Provider,Medicare Specialty,S,Maps to,162
5276,Provider,SNOMED,,Provider,NUCC,S,Maps to,214
5277,Provider,SNOMED,,Provider,SNOMED,,Concept poss_eq from,14
5278,Provider,SNOMED,,Provider,SNOMED,,Concept poss_eq to,14
5279,Provider,SNOMED,,Provider,SNOMED,,Concept replaced by,4
5280,Provider,SNOMED,,Provider,SNOMED,,Concept replaces,4
5281,Provider,SNOMED,,Provider,SNOMED,,Concept same_as from,128
5282,Provider,SNOMED,,Provider,SNOMED,,Concept same_as to,128
5283,Provider,SNOMED,,Provider,SNOMED,,Concept was_a from,12
5284,Provider,SNOMED,,Provider,SNOMED,,Concept was_a to,12
5285,Provider,SNOMED,,Provider,SNOMED,,Is a,582
5286,Provider,SNOMED,,Provider,SNOMED,,Subsumes,582
5287,Provider,SNOMED,,Type Concept,SNOMED,,Concept poss_eq from,1
5288,Race,Race,S,Condition,Read,,Mapped from,4
5289,Race,Race,S,Observation,CO-CONNECT,,Mapped from,21
5290,Race,Race,S,Observation,CO-CONNECT TWINS,,Mapped from,12
5291,Race,Race,S,Observation,SNOMED,,Mapped from,53
5292,Race,Race,S,Observation,UK Biobank,,Mapped from,13
5293,Race,Race,S,Race,Race,S,Is a,45
5294,Race,Race,S,Race,Race,S,Mapped from,50
5295,Race,Race,S,Race,Race,S,Maps to,50
5296,Race,Race,S,Race,Race,S,Subsumes,45
5297,Race,Race,S,Race,Read,,Mapped from,228
5298,Race,Race,S,Race,SNOMED,,Mapped from,146
5299,Race,Read,,Observation,SNOMED,S,Maps to,27
5300,Race,Read,,Race,Race,S,Maps to,228
5301,Race,SNOMED,,Condition,SNOMED,,Concept poss_eq from,1
5302,Race,SNOMED,,Ethnicity,Ethnicity,S,Maps to,4
5303,Race,SNOMED,,Metadata,SNOMED,,Has Module,518
5304,Race,SNOMED,,Metadata,SNOMED,,Has status,518
5305,Race,SNOMED,,Observation,SNOMED,S,Has interprets,2
5306,Race,SNOMED,,Observation,SNOMED,S,Is a,2
5307,Race,SNOMED,,Observation,SNOMED,,Concept poss_eq from,61
5308,Race,SNOMED,,Observation,SNOMED,,Concept replaces,2
5309,Race,SNOMED,,Observation,SNOMED,,Concept same_as from,275
5310,Race,SNOMED,,Observation,SNOMED,,Concept was_a from,7
5311,Race,SNOMED,,Observation,SNOMED,,Is a,24
5312,Race,SNOMED,,Observation,SNOMED,,Subsumes,7
5313,Race,SNOMED,,Race,Race,S,Maps to,146
5314,Race,SNOMED,,Race,SNOMED,,Concept replaced by,2
5315,Race,SNOMED,,Race,SNOMED,,Concept replaces,2
5316,Race,SNOMED,,Race,SNOMED,,Concept same_as from,54
5317,Race,SNOMED,,Race,SNOMED,,Concept same_as to,54
5318,Race,SNOMED,,Race,SNOMED,,Concept was_a from,6
5319,Race,SNOMED,,Race,SNOMED,,Concept was_a to,6
5320,Race,SNOMED,,Race,SNOMED,,Is a,456
5321,Race,SNOMED,,Race,SNOMED,,Subsumes,456
5322,Relationship,Read,,Observation,SNOMED,S,Maps to,2
5323,Relationship,Relationship,S,Metadata,Relationship,,Concept replaces,2
5324,Relationship,Relationship,S,Relationship,Relationship,S,Mapped from,14
5325,Relationship,Relationship,S,Relationship,Relationship,S,Maps to,14
5326,Relationship,SNOMED,S,Metadata,SNOMED,,Has Module,206
5327,Relationship,SNOMED,S,Metadata,SNOMED,,Has status,195
5328,Relationship,SNOMED,S,Metadata,SNOMED,,Is a,1
5329,Relationship,SNOMED,S,Observation,PPI,,Value mapped from,2
5330,Relationship,SNOMED,S,Observation,Read,,Mapped from,1
5331,Relationship,SNOMED,S,Observation,SNOMED,S,Recipient cat of,7
5332,Relationship,SNOMED,S,Observation,SNOMED,S,Relat context of,176
5333,Relationship,SNOMED,S,Observation,SNOMED,,Concept poss_eq from,5
5334,Relationship,SNOMED,S,Observation,SNOMED,,Concept replaces,4
5335,Relationship,SNOMED,S,Observation,SNOMED,,Concept same_as from,3
5336,Relationship,SNOMED,S,Observation,SNOMED,,Is a,10
5337,Relationship,SNOMED,S,Observation,SNOMED,,Mapped from,7
5338,Relationship,SNOMED,S,Observation,SNOMED,,Recipient cat of,2
5339,Relationship,SNOMED,S,Observation,SNOMED,,Relat context of,20
5340,Relationship,SNOMED,S,Observation,SNOMED,,Subsumes,2
5341,Relationship,SNOMED,S,Procedure,SNOMED,S,Recipient cat of,1
5342,Relationship,SNOMED,S,Procedure,SNOMED,,Recipient cat of,1
5343,Relationship,SNOMED,S,Relationship,SNOMED,S,Is a,244
5344,Relationship,SNOMED,S,Relationship,SNOMED,S,Mapped from,195
5345,Relationship,SNOMED,S,Relationship,SNOMED,S,Maps to,195
5346,Relationship,SNOMED,S,Relationship,SNOMED,S,Subsumes,244
5347,Relationship,SNOMED,S,Relationship,SNOMED,,Concept replaces,111
5348,Relationship,SNOMED,S,Relationship,SNOMED,,Concept same_as from,175
5349,Relationship,SNOMED,S,Relationship,SNOMED,,Is a,24
5350,Relationship,SNOMED,S,Relationship,SNOMED,,Mapped from,201
5351,Relationship,SNOMED,S,Relationship,SNOMED,,Subsumes,24
5352,Relationship,SNOMED,S,Specimen,SNOMED,S,Specimen identity of,1
5353,Relationship,SNOMED,,Metadata,SNOMED,,Has Module,209
5354,Relationship,SNOMED,,Metadata,SNOMED,,Has status,209
5355,Relationship,SNOMED,,Observation,SNOMED,S,Concept replaced by,5
5356,Relationship,SNOMED,,Observation,SNOMED,S,Maps to,5
5357,Relationship,SNOMED,,Observation,SNOMED,S,Relat context of,152
5358,Relationship,SNOMED,,Observation,SNOMED,,Concept replaced by,4
5359,Relationship,SNOMED,,Observation,SNOMED,,Concept replaces,3
5360,Relationship,SNOMED,,Observation,SNOMED,,Concept same_as from,2
5361,Relationship,SNOMED,,Observation,SNOMED,,Concept same_as to,2
5362,Relationship,SNOMED,,Observation,SNOMED,,Is a,16
5363,Relationship,SNOMED,,Observation,SNOMED,,Relat context of,29
5364,Relationship,SNOMED,,Observation,SNOMED,,Subsumes,2
5365,Relationship,SNOMED,,Relationship,SNOMED,S,Concept replaced by,111
5366,Relationship,SNOMED,,Relationship,SNOMED,S,Concept same_as to,175
5367,Relationship,SNOMED,,Relationship,SNOMED,S,Is a,24
5368,Relationship,SNOMED,,Relationship,SNOMED,S,Maps to,201
5369,Relationship,SNOMED,,Relationship,SNOMED,S,Subsumes,24
5370,Relationship,SNOMED,,Relationship,SNOMED,,Concept replaced by,1
5371,Relationship,SNOMED,,Relationship,SNOMED,,Concept replaces,1
5372,Relationship,SNOMED,,Relationship,SNOMED,,Is a,13
5373,Relationship,SNOMED,,Relationship,SNOMED,,Subsumes,13
5374,Revenue Code,Korean Revenue Code,S,Revenue Code,Korean Revenue Code,S,Mapped from,7
5375,Revenue Code,Korean Revenue Code,S,Revenue Code,Korean Revenue Code,S,Maps to,7
5376,Revenue Code,Revenue Code,S,Revenue Code,Revenue Code,S,Mapped from,538
5377,Revenue Code,Revenue Code,S,Revenue Code,Revenue Code,S,Maps to,538
5378,Route,SNOMED,S,Device,SNOMED,,Route of,2
5379,Route,SNOMED,S,Drug,SNOMED,,Route of,2225
5380,Route,SNOMED,S,Metadata,SNOMED,,Has Module,166
5381,Route,SNOMED,S,Metadata,SNOMED,,Has status,166
5382,Route,SNOMED,S,Observation,SNOMED,S,Is a,1
5383,Route,SNOMED,S,Observation,SNOMED,,Concept poss_eq from,3
5384,Route,SNOMED,S,Observation,SNOMED,,Concept replaces,7
5385,Route,SNOMED,S,Observation,SNOMED,,Concept same_as from,4
5386,Route,SNOMED,S,Observation,SNOMED,,Mapped from,5
5387,Route,SNOMED,S,Observation,SNOMED,,Route of,1
5388,Route,SNOMED,S,Observation,SNOMED,,Subsumes,1
5389,Route,SNOMED,S,Procedure,ICD9Proc,S,Route of admin of,3
5390,Route,SNOMED,S,Procedure,OPCS4,S,Route of admin of,2
5391,Route,SNOMED,S,Procedure,SNOMED,S,Route of admin of,192
5392,Route,SNOMED,S,Procedure,SNOMED,,Route of admin of,43
5393,Route,SNOMED,S,Route,SNOMED,S,Is a,184
5394,Route,SNOMED,S,Route,SNOMED,S,Mapped from,166
5395,Route,SNOMED,S,Route,SNOMED,S,Maps to,166
5396,Route,SNOMED,S,Route,SNOMED,S,Subsumes,184
5397,Route,SNOMED,S,Route,SNOMED,,Concept poss_eq from,2
5398,Route,SNOMED,S,Route,SNOMED,,Concept replaces,4
5399,Route,SNOMED,S,Route,SNOMED,,Concept same_as from,2
5400,Route,SNOMED,S,Route,SNOMED,,Concept was_a from,1
5401,Route,SNOMED,S,Route,SNOMED,,Mapped from,41
5402,Route,SNOMED,,Metadata,SNOMED,,Has Module,8
5403,Route,SNOMED,,Metadata,SNOMED,,Has status,8
5404,Route,SNOMED,,Observation,SNOMED,S,Concept poss_eq to,3
5405,Route,SNOMED,,Observation,SNOMED,S,Maps to,3
5406,Route,SNOMED,,Observation,SNOMED,,Concept replaced by,1
5407,Route,SNOMED,,Route,SNOMED,S,Concept poss_eq to,2
5408,Route,SNOMED,,Route,SNOMED,S,Concept replaced by,4
5409,Route,SNOMED,,Route,SNOMED,S,Concept same_as to,2
5410,Route,SNOMED,,Route,SNOMED,S,Concept was_a to,1
5411,Route,SNOMED,,Route,SNOMED,S,Maps to,41
5412,Spec Anatomic Site,OPCS4,S,Spec Anatomic Site,OPCS4,S,Mapped from,170
5413,Spec Anatomic Site,OPCS4,S,Spec Anatomic Site,OPCS4,S,Maps to,170
5414,Spec Anatomic Site,OPCS4,S,Spec Anatomic Site,SNOMED,S,Is a,165
5415,Spec Anatomic Site,OPCS4,S,Spec Anatomic Site,SNOMED,,Is a,8
5416,Spec Anatomic Site,OPCS4,,Spec Anatomic Site,SNOMED,S,Maps to,708
5417,Spec Anatomic Site,Read,,Observation,SNOMED,S,Maps to,3
5418,Spec Anatomic Site,Read,,Spec Anatomic Site,SNOMED,S,Maps to,1885
5419,Spec Anatomic Site,SNOMED,S,Condition,SNOMED,S,Asso morph of,80
5420,Spec Anatomic Site,SNOMED,S,Condition,SNOMED,S,Finding site of,93744
5421,Spec Anatomic Site,SNOMED,S,Condition,SNOMED,,Asso morph of,2
5422,Spec Anatomic Site,SNOMED,S,Condition,SNOMED,,Concept poss_eq from,12
5423,Spec Anatomic Site,SNOMED,S,Condition,SNOMED,,Concept replaces,1
5424,Spec Anatomic Site,SNOMED,S,Condition,SNOMED,,Concept same_as from,2
5425,Spec Anatomic Site,SNOMED,S,Condition,SNOMED,,Finding site of,10996
5426,Spec Anatomic Site,SNOMED,S,Condition,SNOMED,,Mapped from,8
5427,Spec Anatomic Site,SNOMED,S,Device,SNOMED,S,Dev intended site of,556
5428,Spec Anatomic Site,SNOMED,S,Device,SNOMED,,Dev intended site of,128
5429,Spec Anatomic Site,SNOMED,S,Drug,ICD10PCS,,Direct site of,2
5430,Spec Anatomic Site,SNOMED,S,Drug,ICD10PCS,,Dir proc site of,72
5431,Spec Anatomic Site,SNOMED,S,Drug,ICD10PCS,,Proc site of,13
5432,Spec Anatomic Site,SNOMED,S,Measurement,OMOP Extension,S,Subsumes,1
5433,Spec Anatomic Site,SNOMED,S,Measurement,SNOMED,S,Component of,279
5434,Spec Anatomic Site,SNOMED,S,Measurement,SNOMED,S,Direct site of,34
5435,Spec Anatomic Site,SNOMED,S,Measurement,SNOMED,S,Dir proc site of,475
5436,Spec Anatomic Site,SNOMED,S,Measurement,SNOMED,S,Finding site of,189
